rule,precision,recall,rule_coverage,Target,Sample size
"Employed==""Yes"" & DriversLicense==""No"" & Age>29.42",1.0,0.1818181818181818,0.06,0.33,100
"Gender==""Female"" & PriorDefault==""Yes"" & YearsEmployed>0.25",1.0,0.1818181818181818,0.06,0.33,100
"PriorDefault==""Yes"" & ZipCode>220 & Debt>0.5",1.0,0.1818181818181818,0.06,0.33,100
Debt>2.5 & Age>25.42 & Income>40.0,1.0,0.1818181818181818,0.06,0.33,100
CreditScore>8,1.0,0.105145413870246,0.047,0.447,1000
YearsEmployed>2.5 & CreditScore>3,0.9984779299847792,0.1467233281145157,0.0657,0.4471,10000
Income>475.0 & CreditScore>3,0.997134670487106,0.1556698725117423,0.0698,0.4471,10000
"PriorDefault==""Yes"" & CreditScore>3",0.9963325183374084,0.3645716841869827,0.1636,0.4471,10000
"Ethnicity!=""White"" & CreditScore>3",0.9940476190476192,0.1494072914336837,0.0672,0.4471,10000
Income>112.0 & CreditScore>3,0.9937733499377336,0.1784835607246701,0.0803,0.4471,10000
YearsEmployed>1.165 & CreditScore>3,0.9928635147190008,0.2489375978528293,0.1121,0.4471,10000
CreditScore>3 & Age>36.75,0.9915966386554622,0.1055692238872735,0.0476,0.4471,10000
Age>29.42 & CreditScore>3,0.991421568627451,0.1809438604339074,0.0816,0.4471,10000
"Employed==""Yes"" & YearsEmployed>4.54",0.991304347826087,0.1274882576604786,0.0575,0.4471,10000
"Gender==""Female"" & PriorDefault==""Yes"" & ZipCode<=129",0.990909090909091,0.2438478747203579,0.11,0.447,1000
CreditScore>7 & Debt>1.625,0.990791896869245,0.1203310221426973,0.0543,0.4471,10000
CreditScore>7 & ZipCode<=204,0.9904,0.1384477745470811,0.0625,0.4471,10000
CreditScore>5,0.9903846153846154,0.2304250559284116,0.104,0.447,1000
ZipCode<=112 & CreditScore>3,0.9903508771929824,0.25251621561172,0.114,0.4471,10000
Age>22.5 & CreditScore>3,0.9903129657228018,0.2972489375978528,0.1342,0.4471,10000
Debt>4.335 & CreditScore>3,0.9902676399026764,0.1820621784835607,0.0822,0.4471,10000
"Married==""Yes"" & CreditScore>7",0.99002849002849,0.1554462089018116,0.0702,0.4471,10000
"BankCustomer==""Has account"" & CreditScore>7",0.99002849002849,0.1554462089018116,0.0702,0.4471,10000
"Industry!=""ConsumerStaples"" & CreditScore>3",0.9899053627760253,0.3509282039812122,0.1585,0.4471,10000
Debt>1.625 & CreditScore>3,0.9897610921501706,0.2594497875195705,0.1172,0.4471,10000
CreditScore>7,0.989459815546772,0.1679713710579288,0.0759,0.4471,10000
"Employed==""Yes"" & PriorDefault==""Yes"" & ZipCode<=129",0.9893048128342246,0.4138702460850111,0.187,0.447,1000
"Ethnicity!=""Latino"" & CreditScore>3",0.9888888888888888,0.3583091031089241,0.162,0.4471,10000
"Industry!=""Healthcare"" & CreditScore>3",0.9888888888888888,0.3583091031089241,0.162,0.4471,10000
CreditScore>3 & ZipCode<=204,0.9886363636363636,0.2918810109595169,0.132,0.4471,10000
ZipCode<=204 & CreditScore>3,0.9886363636363636,0.2918810109595169,0.132,0.4471,10000
"Married==""Yes"" & CreditScore>3",0.988296488946684,0.3399686870946097,0.1538,0.4471,10000
"BankCustomer==""Has account"" & CreditScore>3",0.988296488946684,0.3399686870946097,0.1538,0.4471,10000
CreditScore>3,0.9878934624697336,0.3650190114068441,0.1652,0.4471,10000
"PriorDefault==""Yes"" & Income>990.0",0.9871428571428572,0.154551554462089,0.07,0.4471,10000
"Income>475.0 & PriorDefault==""Yes""",0.9846285226302306,0.2578841422500559,0.1171,0.4471,10000
"PriorDefault==""Yes"" & Income>112.0",0.9824046920821116,0.2997092373070901,0.1364,0.4471,10000
"Gender==""Female"" & PriorDefault==""Yes"" & Ethnicity!=""White""",0.9818181818181818,0.1208053691275167,0.055,0.447,1000
"Employed==""Yes"" & YearsEmployed>2.5",0.9791231732776616,0.2097964661149631,0.0958,0.4471,10000
"PriorDefault==""Yes"" & Income>50.0",0.9788732394366196,0.3109619686800894,0.142,0.447,1000
CreditScore>2,0.9783783783783784,0.4049217002237136,0.185,0.447,1000
"PriorDefault==""Yes"" & YearsEmployed>5.335",0.9782608695652174,0.1006711409395973,0.046,0.447,1000
YearsEmployed>5.335 & Debt>0.875,0.9782608695652174,0.1006711409395973,0.046,0.447,1000
"Employed==""Yes"" & Married==""Yes"" & PriorDefault==""Yes""",0.9779179810725552,0.5546857526280474,0.2536,0.4471,10000
"Employed==""Yes"" & PriorDefault==""Yes"" & BankCustomer==""Has account""",0.9779179810725552,0.5546857526280474,0.2536,0.4471,10000
"Employed==""Yes"" & PriorDefault==""Yes""",0.9770114942528736,0.5704697986577181,0.261,0.447,1000
"PriorDefault==""Yes"" & Industry==""Materials""",0.9761904761904762,0.1834451901565995,0.084,0.447,1000
YearsEmployed>0.75 & Income>560.0,0.9759036144578314,0.1812080536912751,0.083,0.447,1000
Income>560.0 & YearsEmployed>0.75,0.9759036144578314,0.1812080536912751,0.083,0.447,1000
"Employed==""Yes"" & PriorDefault==""Yes"" & Citizen!=""ByOtherMeans""",0.9757860498735093,0.6038917468127936,0.2767,0.4471,10000
"Employed==""Yes"" & PriorDefault==""Yes""",0.9755483638978784,0.6067993737418922,0.2781,0.4471,10000
"ZipCode<=129 & PriorDefault==""Yes"" & Debt>2.335",0.96875,0.4161073825503356,0.192,0.447,1000
"Employed==""Yes"" & Ethnicity==""Black""",0.9685929648241206,0.1724446432565421,0.0796,0.4471,10000
"Gender==""Female"" & PriorDefault==""Yes"" & Debt>4.335",0.968013468013468,0.1286065757101319,0.0594,0.4471,10000
"PriorDefault==""Yes"" & YearsEmployed>4.54",0.9671682626538988,0.1581301722209796,0.0731,0.4471,10000
"PriorDefault==""Yes"" & Ethnicity==""Black""",0.9651162790697676,0.2413330351151867,0.1118,0.4471,10000
"PriorDefault==""Yes"" & Age>42.17",0.9636363636363636,0.1185682326621924,0.055,0.447,1000
"Employed==""Yes"" & Income>990.0",0.9627976190476192,0.1447103556251397,0.0672,0.4471,10000
"Gender==""Female"" & PriorDefault==""Yes"" & ZipCode<=112",0.962566844919786,0.2012972489375978,0.0935,0.4471,10000
"PriorDefault==""Yes"" & Debt>9.25",0.961038961038961,0.1655480984340044,0.077,0.447,1000
"Employed==""Yes"" & YearsEmployed>1.165",0.9607951408061844,0.3891746812793558,0.1811,0.4471,10000
"PriorDefault==""Yes"" & Ethnicity==""Black""",0.9603960396039604,0.2170022371364653,0.101,0.447,1000
"Employed==""Yes"" & Debt>9.25",0.96,0.1073825503355704,0.05,0.447,1000
"PriorDefault==""Yes"" & YearsEmployed>2.5",0.9598741148701808,0.2728696041154104,0.1271,0.4471,10000
"Industry!=""Financials"" & YearsEmployed>5.335",0.9583333333333334,0.1029082774049217,0.048,0.447,1000
"Citizen==""ByBirth"" & YearsEmployed>5.335",0.9574468085106383,0.1006711409395973,0.047,0.447,1000
"Employed==""Yes"" & Income>475.0",0.9572052401746723,0.245135316484008,0.1145,0.4471,10000
"Debt>8.0 & PriorDefault==""Yes""",0.9565637065637066,0.2216506374412883,0.1036,0.4471,10000
"YearsEmployed>0.25 & PriorDefault==""Yes""",0.9565217391304348,0.6666666666666666,0.23,0.33,100
"Married==""Yes"" & Gender==""Female"" & PriorDefault==""Yes""",0.9562043795620438,0.2930648769574944,0.137,0.447,1000
"Gender==""Female"" & PriorDefault==""Yes"" & BankCustomer==""Has account""",0.9562043795620438,0.2930648769574944,0.137,0.447,1000
"YearsEmployed>1.665 & PriorDefault==""Yes""",0.9542857142857144,0.3736017897091722,0.175,0.447,1000
"Employed==""Yes"" & YearsEmployed>0.75",0.953846153846154,0.4161073825503356,0.195,0.447,1000
YearsEmployed>0.75 & Income>50.0,0.9532710280373832,0.2281879194630872,0.107,0.447,1000
"Citizen==""ByBirth"" & PriorDefault==""Yes"" & ZipCode<=129",0.9531772575250836,0.6375838926174496,0.299,0.447,1000
"PriorDefault==""Yes"" & Debt>4.625",0.9527027027027029,0.3154362416107382,0.148,0.447,1000
"YearsEmployed>1.165 & PriorDefault==""Yes""",0.950657894736842,0.5171102661596958,0.2432,0.4471,10000
"Gender==""Female"" & PriorDefault==""Yes"" & ZipCode<=210",0.950413223140496,0.2572706935123042,0.121,0.447,1000
Income>475.0 & ZipCode<=112,0.9503105590062112,0.1711026615969581,0.0805,0.4471,10000
"PriorDefault==""Yes"" & Debt>4.335",0.9500567536889898,0.374412883023932,0.1762,0.4471,10000
"Employed==""Yes"" & PriorDefault==""Yes""",0.95,0.5757575757575758,0.2,0.33,100
"Ethnicity==""Black"" & ZipCode<=129",0.9493670886075948,0.1677852348993288,0.079,0.447,1000
"PriorDefault==""Yes"" & ZipCode<=129",0.9492063492063492,0.668903803131991,0.315,0.447,1000
"PriorDefault==""Yes"" & Ethnicity!=""White""",0.9455782312925172,0.3109619686800894,0.147,0.447,1000
"PriorDefault==""Yes"" & Age>29.42",0.9444444444444444,0.5151515151515151,0.18,0.33,100
"Debt>2.5 & PriorDefault==""Yes""",0.9444444444444444,0.5151515151515151,0.18,0.33,100
"PriorDefault==""Yes"" & ZipCode<=112",0.9443651925820256,0.592261239096399,0.2804,0.4471,10000
"Employed==""Yes"" & Income>1187.0",0.943661971830986,0.1498881431767337,0.071,0.447,1000
"YearsEmployed>0.75 & PriorDefault==""Yes""",0.9432624113475178,0.5950782997762863,0.282,0.447,1000
"Employed==""Yes"" & Ethnicity==""Black""",0.9420289855072465,0.145413870246085,0.069,0.447,1000
"PriorDefault==""Yes"" & Debt>2.335",0.9411764705882352,0.5011185682326622,0.238,0.447,1000
"Married==""Yes"" & Gender==""Female"" & PriorDefault==""Yes""",0.9409448818897638,0.2672780138671438,0.127,0.4471,10000
"Gender==""Female"" & PriorDefault==""Yes"" & BankCustomer==""Has account""",0.9409448818897638,0.2672780138671438,0.127,0.4471,10000
"Citizen==""ByBirth"" & Age>33.5 & PriorDefault==""Yes""",0.9402985074626866,0.2818791946308724,0.134,0.447,1000
"Citizen==""ByBirth"" & Gender==""Female"" & PriorDefault==""Yes""",0.9393042190969652,0.2838291210020129,0.1351,0.4471,10000
YearsEmployed>5.335,0.9387755102040816,0.1029082774049217,0.049,0.447,1000
"YearsEmployed>0.75 & Ethnicity==""Black""",0.9382716049382716,0.1700223713646532,0.081,0.447,1000
"Employed==""Yes"" & Industry==""Materials""",0.9380530973451328,0.1422500559159024,0.0678,0.4471,10000
"Employed==""Yes"" & Married==""Yes"" & Debt>4.335",0.9370339685169844,0.2529635428315813,0.1207,0.4471,10000
"Employed==""Yes"" & BankCustomer==""Has account"" & Debt>4.335",0.9370339685169844,0.2529635428315813,0.1207,0.4471,10000
"Employed==""Yes"" & Income>112.0",0.936996336996337,0.2860657571013196,0.1365,0.4471,10000
"Age>22.5 & Gender==""Female"" & PriorDefault==""Yes""",0.9341846758349706,0.2127040930440617,0.1018,0.4471,10000
"Gender==""Female"" & PriorDefault==""Yes"" & Age>21.58",0.9338842975206612,0.2527964205816554,0.121,0.447,1000
"Gender==""Female"" & PriorDefault==""Yes""",0.933774834437086,0.3154362416107382,0.151,0.447,1000
"Married==""Yes"" & CreditScore>1",0.9333333333333332,0.4242424242424242,0.15,0.33,100
"BankCustomer==""Has account"" & CreditScore>1",0.9333333333333332,0.4242424242424242,0.15,0.33,100
"Gender==""Female"" & PriorDefault==""Yes""",0.9329971181556196,0.2896443748602102,0.1388,0.4471,10000
ZipCode<=112 & YearsEmployed>4.54,0.9312080536912752,0.1241333035115186,0.0596,0.4471,10000
ZipCode<=129 & Income>1187.0,0.9310344827586208,0.1208053691275167,0.058,0.447,1000
"Industry==""Utilities""",0.9298245614035088,0.1185682326621924,0.057,0.447,1000
"Married==""Yes"" & Age>33.5 & PriorDefault==""Yes""",0.9296875,0.2662192393736018,0.128,0.447,1000
"Age>33.5 & PriorDefault==""Yes"" & BankCustomer==""Has account""",0.9296875,0.2662192393736018,0.128,0.447,1000
"Employed==""Yes"" & Debt>8.0",0.9287598944591028,0.1574591813911876,0.0758,0.4471,10000
"PriorDefault==""Yes"" & Debt>1.625",0.9287513494062613,0.5772757772310445,0.2779,0.4471,10000
"Employed==""Yes"" & Debt>4.335",0.9287374128582494,0.2681726683068665,0.1291,0.4471,10000
"Industry!=""Healthcare"" & CreditScore>1",0.9285714285714286,0.3939393939393939,0.14,0.33,100
"Ethnicity==""Black"" & Debt>2.335",0.9285714285714286,0.145413870246085,0.07,0.447,1000
"PriorDefault==""Yes"" & Age>36.75",0.9282945736434108,0.2142697383135763,0.1032,0.4471,10000
"PriorDefault==""Yes"" & Ethnicity!=""White""",0.9269349845201238,0.3348244240662044,0.1615,0.4471,10000
"PriorDefault==""Yes"" & Age>25.42",0.9230769230769232,0.7272727272727273,0.26,0.33,100
"Married==""Yes"" & Income>40.0",0.9230769230769232,0.3636363636363636,0.13,0.33,100
"PriorDefault==""Yes"" & Income>6.0",0.9230769230769232,0.3636363636363636,0.13,0.33,100
"BankCustomer==""Has account"" & Income>40.0",0.9230769230769232,0.3636363636363636,0.13,0.33,100
"PriorDefault==""Yes"" & ZipCode<=210",0.9226361031518624,0.7203579418344519,0.349,0.447,1000
"Age>33.5 & PriorDefault==""Yes""",0.9225352112676056,0.2930648769574944,0.142,0.447,1000
"Industry!=""ConsumerStaples"" & PriorDefault==""Yes""",0.9223529411764706,0.8769574944071589,0.425,0.447,1000
"Citizen==""ByBirth"" & PriorDefault==""Yes"" & BankCustomer==""Has account""",0.9215281362932368,0.7984790874524715,0.3874,0.4471,10000
"Married==""Yes"" & PriorDefault==""Yes"" & Citizen==""ByBirth""",0.9215078750322748,0.7982554238425408,0.3873,0.4471,10000
"Citizen==""ByBirth"" & PriorDefault==""Yes"" & Married==""Yes""",0.9215078750322748,0.7982554238425408,0.3873,0.4471,10000
"Employed==""Yes"" & Debt>4.625",0.9207920792079208,0.2080536912751678,0.101,0.447,1000
"PriorDefault==""Yes"" & Citizen!=""ByOtherMeans"" & BankCustomer==""Has account""",0.9203289642765357,0.8009393871617088,0.3891,0.4471,10000
"Married==""Yes"" & PriorDefault==""Yes"" & Citizen!=""ByOtherMeans""",0.9203084832904884,0.8007157235517781,0.389,0.4471,10000
"YearsEmployed>1.665 & Gender==""Female""",0.918032786885246,0.1252796420581655,0.061,0.447,1000
"PriorDefault==""Yes"" & Industry!=""Financials""",0.917995444191344,0.901565995525727,0.439,0.447,1000
"Industry!=""ConsumerStaples"" & PriorDefault==""Yes""",0.9178912992768836,0.880116305077164,0.4287,0.4471,10000
"Employed==""Yes"" & Income>560.0",0.9174311926605504,0.2237136465324384,0.109,0.447,1000
"Married==""Yes"" & PriorDefault==""Yes"" & Age>29.42",0.9172804532577904,0.3621113844777455,0.1765,0.4471,10000
"PriorDefault==""Yes"" & Age>29.42 & BankCustomer==""Has account""",0.9172804532577904,0.3621113844777455,0.1765,0.4471,10000
"Ethnicity==""Black"" & Debt>4.335",0.9168278529980658,0.1060165511071348,0.0517,0.4471,10000
"Employed==""Yes"" & Industry!=""Energy"" & Age>25.42",0.9166666666666666,0.3333333333333333,0.12,0.33,100
YearsEmployed>1.665 & Debt>4.625,0.9166666666666666,0.1722595078299776,0.084,0.447,1000
"PriorDefault==""Yes"" & ZipCode<=204",0.916549196504088,0.7271303958845896,0.3547,0.4471,10000
"Employed==""Yes"" & ZipCode<=112",0.9156441717791411,0.4005815253858197,0.1956,0.4471,10000
"PriorDefault==""Yes"" & Debt>0.875",0.9151515151515152,0.6756152125279642,0.33,0.447,1000
"Industry==""Utilities""",0.9149797570850202,0.1010959516886602,0.0494,0.4471,10000
"Married==""Yes"" & PriorDefault==""Yes"" & Citizen==""ByBirth""",0.9149484536082474,0.7941834451901566,0.388,0.447,1000
"Citizen==""ByBirth"" & PriorDefault==""Yes"" & BankCustomer==""Has account""",0.9149484536082474,0.7941834451901566,0.388,0.447,1000
"Citizen==""ByBirth"" & PriorDefault==""Yes"" & Married==""Yes""",0.9149484536082474,0.7941834451901566,0.388,0.447,1000
"Citizen==""ByBirth"" & PriorDefault==""Yes""",0.9149130832570904,0.8946544397226571,0.4372,0.4471,10000
"Married==""Yes"" & PriorDefault==""Yes"" & Ethnicity!=""Latino""",0.9147869674185464,0.8165548098434005,0.399,0.447,1000
"PriorDefault==""Yes"" & Ethnicity!=""Latino"" & BankCustomer==""Has account""",0.9147869674185464,0.8165548098434005,0.399,0.447,1000
"PriorDefault==""Yes"" & Age>29.42",0.9143730886850152,0.4012525162156117,0.1962,0.4471,10000
"PriorDefault==""Yes"" & BankCustomer==""Has account""",0.9140952851147864,0.8282263475732499,0.4051,0.4471,10000
"Married==""Yes"" & PriorDefault==""Yes""",0.914074074074074,0.8280026839633192,0.405,0.4471,10000
"PriorDefault==""Yes"" & Citizen!=""ByOtherMeans""",0.9139736003641328,0.8982330574815478,0.4394,0.4471,10000
"Married==""Yes"" & PriorDefault==""Yes""",0.913793103448276,0.8299776286353467,0.406,0.447,1000
"PriorDefault==""Yes"" & BankCustomer==""Has account""",0.913793103448276,0.8299776286353467,0.406,0.447,1000
"Employed==""Yes"" & Industry==""Materials""",0.913793103448276,0.1185682326621924,0.058,0.447,1000
"PriorDefault==""Yes"" & Industry!=""ConsumerDiscretionary""",0.9133840129002534,0.8868262133750838,0.4341,0.4471,10000
"DriversLicense==""No"" & PriorDefault==""Yes""",0.9130434782608696,0.6363636363636364,0.23,0.33,100
"Citizen==""ByBirth"" & PriorDefault==""Yes"" & Ethnicity!=""Latino""",0.9127358490566038,0.8657718120805369,0.424,0.447,1000
"Citizen==""ByBirth"" & PriorDefault==""Yes""",0.9126436781609196,0.8881431767337807,0.435,0.447,1000
"PriorDefault==""Yes"" & Industry!=""Financials""",0.9124886052871468,0.8955490941623798,0.4388,0.4471,10000
YearsEmployed>4.54,0.911651728553137,0.1592484902706329,0.0781,0.4471,10000
YearsEmployed>1.665 & ZipCode<=129,0.91156462585034,0.2997762863534675,0.147,0.447,1000
"ZipCode<=112 & Industry==""Materials""",0.911042944785276,0.1328561842988145,0.0652,0.4471,10000
"Employed==""Yes"" & Married==""Yes"" & Gender==""Female""",0.9108910891089108,0.2058165548098434,0.101,0.447,1000
"Employed==""Yes"" & Gender==""Female"" & BankCustomer==""Has account""",0.9108910891089108,0.2058165548098434,0.101,0.447,1000
Income>475.0 & ZipCode<=204,0.9106090373280944,0.2073361664057257,0.1018,0.4471,10000
"PriorDefault==""Yes"" & Industry!=""Real Estate""",0.9105871886120996,0.9156788190561396,0.4496,0.4471,10000
"PriorDefault==""Yes"" & Ethnicity!=""Latino""",0.9103541012998656,0.9085215835383584,0.4462,0.4471,10000
"Employed==""Yes"" & Age>36.75",0.9101876675603218,0.151867591142921,0.0746,0.4471,10000
YearsEmployed>3.0,0.9090909090909092,0.303030303030303,0.11,0.33,100
CreditScore>1 & Age>25.42,0.9090909090909092,0.303030303030303,0.11,0.33,100
"Gender==""Female"" & PriorDefault==""Yes""",0.9090909090909092,0.303030303030303,0.11,0.33,100
"DriversLicense==""No"" & YearsEmployed>1.75",0.9090909090909092,0.303030303030303,0.11,0.33,100
Debt>2.5 & Income>40.0,0.9090909090909092,0.303030303030303,0.11,0.33,100
"Age>22.5 & PriorDefault==""Yes""",0.9080021774632552,0.746141802728696,0.3674,0.4471,10000
"PriorDefault==""Yes""",0.9078947368421052,0.9261744966442952,0.456,0.447,1000
"PriorDefault==""Yes""",0.9073629014638408,0.9288749720420488,0.4577,0.4471,10000
"PriorDefault==""Yes"" & Debt>0.5",0.90625,0.8787878787878788,0.32,0.33,100
"Income>475.0 & Married==""Yes""",0.9047217537942664,0.2399910534556027,0.1186,0.4471,10000
"Income>475.0 & BankCustomer==""Has account""",0.9047217537942664,0.2399910534556027,0.1186,0.4471,10000
"Married==""Yes"" & Income>475.0",0.9047217537942664,0.2399910534556027,0.1186,0.4471,10000
Income>560.0 & ZipCode<=129,0.9032258064516128,0.1879194630872483,0.093,0.447,1000
Income>1187.0 & ZipCode<=210,0.9032258064516128,0.1252796420581655,0.062,0.447,1000
"Employed==""Yes"" & Gender==""Female""",0.9009009009009008,0.2237136465324384,0.111,0.447,1000
"Employed==""Yes"" & Age>29.42",0.9,0.2727272727272727,0.1,0.33,100
"ZipCode<=140 & Ethnicity!=""Latino"" & Income>40.0",0.9,0.2727272727272727,0.1,0.33,100
"Industry!=""Healthcare"" & ZipCode<=140 & Income>40.0",0.9,0.2727272727272727,0.1,0.33,100
"Ethnicity==""Black"" & ZipCode<=210",0.9,0.1812080536912751,0.09,0.447,1000
"Ethnicity!=""Latino"" & Income>1187.0",0.8987341772151899,0.1588366890380313,0.079,0.447,1000
"Employed==""Yes"" & Age>29.42",0.8984771573604061,0.277119212704093,0.1379,0.4471,10000
"Employed==""Yes"" & Age>33.5",0.8969072164948454,0.1946308724832214,0.097,0.447,1000
"Employed==""Yes"" & ZipCode<=129",0.8962264150943396,0.4250559284116331,0.212,0.447,1000
"Employed==""Yes"" & Debt>1.625",0.8961424332344213,0.4052784611943636,0.2022,0.4471,10000
"Income>475.0 & Citizen==""ByBirth""",0.8960739030023095,0.2603444419592932,0.1299,0.4471,10000
"Income>475.0 & Citizen!=""ByOtherMeans""",0.8940092165898618,0.2603444419592932,0.1302,0.4471,10000
Income>475.0,0.8926380368098159,0.2603444419592932,0.1304,0.4471,10000
"Married==""Yes"" & Income>1187.0",0.8918918918918919,0.1476510067114094,0.074,0.447,1000
"BankCustomer==""Has account"" & Income>1187.0",0.8918918918918919,0.1476510067114094,0.074,0.447,1000
"ZipCode<=129 & Industry==""Materials""",0.8918918918918919,0.1476510067114094,0.074,0.447,1000
Income>1187.0,0.8902439024390244,0.16331096196868,0.082,0.447,1000
"Employed==""Yes"" & Ethnicity!=""White""",0.8891797556719022,0.2279132185193469,0.1146,0.4471,10000
"Ethnicity==""Black"" & ZipCode<=112",0.8872870249017037,0.1514202639230597,0.0763,0.4471,10000
"Employed==""Yes"" & Income>50.0",0.8851351351351351,0.2930648769574944,0.148,0.447,1000
"Employed==""Yes"" & Married==""Yes"" & Gender==""Female""",0.8803680981595092,0.1925743681503019,0.0978,0.4471,10000
"Employed==""Yes"" & Gender==""Female"" & BankCustomer==""Has account""",0.8803680981595092,0.1925743681503019,0.0978,0.4471,10000
"Age>21.83 & PriorDefault==""Yes""",0.8787878787878788,0.8787878787878788,0.33,0.33,100
"Employed==""Yes"" & Age>22.5",0.878212732305259,0.4967568776560053,0.2529,0.4471,10000
"Industry!=""Energy"" & PriorDefault==""Yes""",0.875,0.8484848484848485,0.32,0.33,100
CreditScore>1,0.875,0.4242424242424242,0.16,0.33,100
"Employed==""Yes"" & Age>25.42",0.875,0.4242424242424242,0.16,0.33,100
"PriorDefault==""Yes"" & ZipCode>220",0.875,0.2121212121212121,0.08,0.33,100
"Employed==""Yes"" & Married==""Yes"" & Citizen==""ByBirth""",0.8749121574139143,0.5569223887273541,0.2846,0.4471,10000
"Employed==""Yes"" & Citizen==""ByBirth"" & BankCustomer==""Has account""",0.8749121574139143,0.5569223887273541,0.2846,0.4471,10000
"Employed==""Yes"" & Citizen==""ByBirth"" & Married==""Yes""",0.8749121574139143,0.5569223887273541,0.2846,0.4471,10000
"Employed==""Yes"" & Married==""Yes""",0.8738644304682041,0.5593826884365913,0.2862,0.4471,10000
"Employed==""Yes"" & BankCustomer==""Has account""",0.8738644304682041,0.5593826884365913,0.2862,0.4471,10000
