rule,precision,recall,rule_coverage,Target,Sample size
"PriorDefault==""Yes"" & ZipCode>220 & Debt>0.5",1.0,0.1818181818181818,0.06,0.33,100
Debt>2.5 & Age>25.42 & Income>40.0,1.0,0.1818181818181818,0.06,0.33,100
"YearsEmployed>0.25 & PriorDefault==""Yes""",0.9565217391304348,0.6666666666666666,0.23,0.33,100
"Employed==""Yes"" & PriorDefault==""Yes""",0.95,0.5757575757575758,0.2,0.33,100
"PriorDefault==""Yes"" & Age>29.42",0.9444444444444444,0.5151515151515151,0.18,0.33,100
"Debt>2.5 & PriorDefault==""Yes""",0.9444444444444444,0.5151515151515151,0.18,0.33,100
"Married==""Yes"" & CreditScore>1",0.9333333333333332,0.4242424242424242,0.15,0.33,100
"BankCustomer==""Has account"" & CreditScore>1",0.9333333333333332,0.4242424242424242,0.15,0.33,100
"Industry!=""Healthcare"" & CreditScore>1",0.9285714285714286,0.3939393939393939,0.14,0.33,100
"PriorDefault==""Yes"" & Age>25.42",0.9230769230769232,0.7272727272727273,0.26,0.33,100
"Married==""Yes"" & Income>40.0",0.9230769230769232,0.3636363636363636,0.13,0.33,100
"PriorDefault==""Yes"" & Income>6.0",0.9230769230769232,0.3636363636363636,0.13,0.33,100
"BankCustomer==""Has account"" & Income>40.0",0.9230769230769232,0.3636363636363636,0.13,0.33,100
"Employed==""Yes"" & Industry!=""Energy"" & Age>25.42",0.9166666666666666,0.3333333333333333,0.12,0.33,100
"DriversLicense==""No"" & PriorDefault==""Yes""",0.9130434782608696,0.6363636363636364,0.23,0.33,100
YearsEmployed>3.0,0.9090909090909092,0.303030303030303,0.11,0.33,100
CreditScore>1 & Age>25.42,0.9090909090909092,0.303030303030303,0.11,0.33,100
"Gender==""Female"" & PriorDefault==""Yes""",0.9090909090909092,0.303030303030303,0.11,0.33,100
"DriversLicense==""No"" & YearsEmployed>1.75",0.9090909090909092,0.303030303030303,0.11,0.33,100
Debt>2.5 & Income>40.0,0.9090909090909092,0.303030303030303,0.11,0.33,100
"PriorDefault==""Yes"" & Debt>0.5",0.90625,0.8787878787878788,0.32,0.33,100
"Employed==""Yes"" & Age>29.42",0.9,0.2727272727272727,0.1,0.33,100
"ZipCode<=140 & Ethnicity!=""Latino"" & Income>40.0",0.9,0.2727272727272727,0.1,0.33,100
"Industry!=""Healthcare"" & ZipCode<=140 & Income>40.0",0.9,0.2727272727272727,0.1,0.33,100
"Age>21.83 & PriorDefault==""Yes""",0.8787878787878788,0.8787878787878788,0.33,0.33,100
"Industry!=""Energy"" & PriorDefault==""Yes""",0.875,0.8484848484848485,0.32,0.33,100
CreditScore>1,0.875,0.4242424242424242,0.16,0.33,100
"Employed==""Yes"" & Age>25.42",0.875,0.4242424242424242,0.16,0.33,100
"PriorDefault==""Yes"" & ZipCode>220",0.875,0.2121212121212121,0.08,0.33,100
"PriorDefault==""Yes""",0.8648648648648649,0.9696969696969696,0.37,0.33,100
Debt>0.5 & Income>40.0,0.8571428571428571,0.3636363636363636,0.14,0.33,100
"Ethnicity==""Black"" & Age>25.42",0.8571428571428571,0.1818181818181818,0.07,0.33,100
"Industry==""Materials"" & Age>25.42",0.8571428571428571,0.1818181818181818,0.07,0.33,100
"Age>21.83 & Industry==""Materials""",0.8571428571428571,0.1818181818181818,0.07,0.33,100
"DriversLicense==""No"" & Ethnicity!=""Latino"" & Income>40.0",0.8571428571428571,0.1818181818181818,0.07,0.33,100
"Ethnicity==""Black"" & Industry!=""Real Estate"" & Debt>0.5",0.8571428571428571,0.1818181818181818,0.07,0.33,100
"DriversLicense==""No"" & Debt>0.5 & Age>35.25",0.8571428571428571,0.1818181818181818,0.07,0.33,100
"DriversLicense==""No"" & ZipCode<=140 & Income>40.0",0.8571428571428571,0.1818181818181818,0.07,0.33,100
"Employed==""Yes"" & Debt>2.5 & ZipCode<=96",0.8571428571428571,0.1818181818181818,0.07,0.33,100
"Ethnicity!=""Latino"" & Income>40.0",0.8461538461538461,0.3333333333333333,0.13,0.33,100
YearsEmployed>1.75 & ZipCode<=96,0.8461538461538461,0.3333333333333333,0.13,0.33,100
"Industry!=""Healthcare"" & Income>40.0",0.8461538461538461,0.3333333333333333,0.13,0.33,100
"Employed==""Yes"" & YearsEmployed>0.665",0.8421052631578947,0.4848484848484848,0.19,0.33,100
ZipCode<=140 & Income>40.0,0.8333333333333334,0.303030303030303,0.12,0.33,100
"Employed==""Yes"" & ZipCode<=96",0.8181818181818182,0.2727272727272727,0.11,0.33,100
YearsEmployed>1.75 & Age>25.42,0.8125,0.3939393939393939,0.16,0.33,100
"Ethnicity!=""Other"" & YearsEmployed>1.75",0.8095238095238095,0.5151515151515151,0.21,0.33,100
"YearsEmployed>1.75 & Ethnicity!=""Other""",0.8095238095238095,0.5151515151515151,0.21,0.33,100
"Married==""Yes"" & YearsEmployed>1.75",0.8,0.4848484848484848,0.2,0.33,100
"BankCustomer==""Has account"" & YearsEmployed>1.75",0.8,0.4848484848484848,0.2,0.33,100
"Employed==""Yes"" & Married==""Yes"" & Age>21.83",0.8,0.4848484848484848,0.2,0.33,100
"Employed==""Yes"" & Age>21.83 & BankCustomer==""Has account""",0.8,0.4848484848484848,0.2,0.33,100
Income>40.0,0.8,0.3636363636363636,0.15,0.33,100
"Married==""Yes"" & Income>6.0",0.8,0.3636363636363636,0.15,0.33,100
"Employed==""Yes"" & Income>6.0",0.8,0.3636363636363636,0.15,0.33,100
"BankCustomer==""Has account"" & Income>6.0",0.8,0.3636363636363636,0.15,0.33,100
"Employed==""Yes"" & ZipCode<=140",0.8,0.3636363636363636,0.15,0.33,100
"Employed==""Yes"" & Debt>2.5 & Married==""Yes""",0.8,0.3636363636363636,0.15,0.33,100
"Employed==""Yes"" & Debt>2.5 & BankCustomer==""Has account""",0.8,0.3636363636363636,0.15,0.33,100
"Employed==""Yes"" & Debt>2.5 & Ethnicity==""White""",0.8,0.2424242424242424,0.1,0.33,100
"Employed==""Yes"" & Married==""Yes""",0.7916666666666666,0.5757575757575758,0.24,0.33,100
"Employed==""Yes"" & BankCustomer==""Has account""",0.7916666666666666,0.5757575757575758,0.24,0.33,100
Debt>2.5 & YearsEmployed>1.75,0.7894736842105263,0.4545454545454545,0.19,0.33,100
"Employed==""Yes"" & DriversLicense==""No"" & Industry!=""Energy""",0.7857142857142857,0.3333333333333333,0.14,0.33,100
"Employed==""Yes"" & Ethnicity!=""Latino""",0.782608695652174,0.5454545454545454,0.23,0.33,100
"Employed==""Yes"" & Industry!=""Healthcare""",0.782608695652174,0.5454545454545454,0.23,0.33,100
"Industry!=""Energy"" & YearsEmployed>1.75",0.7777777777777778,0.4242424242424242,0.18,0.33,100
YearsEmployed>1.75,0.7727272727272727,0.5151515151515151,0.22,0.33,100
"Employed==""Yes"" & Age>21.83",0.7619047619047619,0.4848484848484848,0.21,0.33,100
"Employed==""Yes""",0.76,0.5757575757575758,0.25,0.33,100
"Ethnicity==""Black"" & Industry!=""Real Estate""",0.75,0.1818181818181818,0.08,0.33,100
"Ethnicity==""Black"" & Debt>0.5",0.75,0.1818181818181818,0.08,0.33,100
"Industry==""ConsumerStaples"" & Age>29.42",0.75,0.1818181818181818,0.08,0.33,100
"DriversLicense==""No"" & Age>35.25",0.7272727272727273,0.2424242424242424,0.11,0.33,100
"Industry==""Materials"" & Debt>0.5",0.7272727272727273,0.2424242424242424,0.11,0.33,100
Income>6.0,0.6666666666666666,0.3636363636363636,0.18,0.33,100
"Industry==""Materials""",0.6666666666666666,0.2424242424242424,0.12,0.33,100
"Ethnicity==""Black""",0.6666666666666666,0.1818181818181818,0.09,0.33,100
YearsEmployed>0.665,0.6363636363636364,0.6363636363636364,0.33,0.33,100
Debt>2.5 & ZipCode<=96,0.5555555555555556,0.303030303030303,0.18,0.33,100
Debt>2.5 & ZipCode<=140,0.5416666666666666,0.3939393939393939,0.24,0.33,100
"Debt>2.5 & Gender==""Female""",0.5384615384615384,0.2121212121212121,0.13,0.33,100
"Debt>2.5 & Married==""Yes""",0.5,0.4848484848484848,0.32,0.33,100
"Debt>2.5 & BankCustomer==""Has account""",0.5,0.4848484848484848,0.32,0.33,100
"Married==""Yes"" & Age>35.25",0.5,0.3333333333333333,0.22,0.33,100
"BankCustomer==""Has account"" & Age>35.25",0.5,0.3333333333333333,0.22,0.33,100
"DriversLicense==""No"" & Debt>2.5",0.5,0.303030303030303,0.2,0.33,100
"Married==""Yes"" & Age>25.42",0.4901960784313725,0.7575757575757576,0.51,0.33,100
"BankCustomer==""Has account"" & Age>25.42",0.4901960784313725,0.7575757575757576,0.51,0.33,100
YearsEmployed>0.25,0.4893617021276595,0.696969696969697,0.47,0.33,100
Age>35.25,0.4782608695652174,0.3333333333333333,0.23,0.33,100
Debt>2.5,0.4722222222222222,0.5151515151515151,0.36,0.33,100
"DriversLicense==""No"" & ZipCode<=96",0.4545454545454545,0.303030303030303,0.22,0.33,100
"Married==""Yes"" & Age>21.83",0.4461538461538462,0.8787878787878788,0.65,0.33,100
"Age>21.83 & BankCustomer==""Has account""",0.4461538461538462,0.8787878787878788,0.65,0.33,100
"Citizen==""ByOtherMeans""",0.4444444444444444,0.1212121212121212,0.09,0.33,100
ZipCode>280,0.4444444444444444,0.1212121212121212,0.09,0.33,100
"Married==""Yes"" & ZipCode<=96",0.4411764705882353,0.4545454545454545,0.34,0.33,100
"BankCustomer==""Has account"" & ZipCode<=96",0.4411764705882353,0.4545454545454545,0.34,0.33,100
Age>29.42,0.4358974358974359,0.5151515151515151,0.39,0.33,100
"Married==""Yes"" & Debt>0.5",0.4328358208955223,0.8787878787878788,0.67,0.33,100
"BankCustomer==""Has account"" & Debt>0.5",0.4328358208955223,0.8787878787878788,0.67,0.33,100
ZipCode<=96,0.4324324324324324,0.4848484848484848,0.37,0.33,100
Age>25.42,0.4166666666666667,0.7575757575757576,0.6,0.33,100
"DriversLicense==""No"" & Debt>0.5",0.4166666666666667,0.6060606060606061,0.48,0.33,100
"Gender==""Female""",0.4,0.303030303030303,0.25,0.33,100
"Married==""Yes"" & DriversLicense==""No""",0.3962264150943396,0.6363636363636364,0.53,0.33,100
"DriversLicense==""No"" & BankCustomer==""Has account""",0.3962264150943396,0.6363636363636364,0.53,0.33,100
"DriversLicense==""No"" & Married==""Yes""",0.3962264150943396,0.6363636363636364,0.53,0.33,100
Debt>1.0,0.3928571428571428,0.6666666666666666,0.56,0.33,100
Debt>0.5,0.3896103896103896,0.9090909090909092,0.77,0.33,100
"Married==""Yes""",0.3809523809523809,0.9696969696969696,0.84,0.33,100
"BankCustomer==""Has account""",0.3809523809523809,0.9696969696969696,0.84,0.33,100
Age>21.83,0.375,0.9090909090909092,0.8,0.33,100
ZipCode<=140,0.3684210526315789,0.6363636363636364,0.57,0.33,100
"Industry!=""Healthcare""",0.3636363636363636,0.9696969696969696,0.88,0.33,100
"Citizen!=""ByBirth""",0.3636363636363636,0.1212121212121212,0.11,0.33,100
"Industry!=""ConsumerDiscretionary""",0.358695652173913,1.0,0.92,0.33,100
"Ethnicity==""White""",0.3571428571428571,0.7575757575757576,0.7,0.33,100
"Ethnicity!=""Latino""",0.3555555555555555,0.9696969696969696,0.9,0.33,100
"DriversLicense==""No""",0.3548387096774194,0.6666666666666666,0.62,0.33,100
"Ethnicity!=""Asian""",0.3440860215053763,0.9696969696969696,0.93,0.33,100
"Ethnicity!=""Other""",0.34375,1.0,0.96,0.33,100
"Industry!=""Real Estate""",0.3402061855670103,1.0,0.97,0.33,100
