rule,precision,recall,rule_coverage,Target,Sample size
"PriorDefault==""Yes"" & ZipCode<=129",0.9492063492063492,0.668903803131991,0.315,0.447,1000
"PriorDefault==""Yes"" & Ethnicity!=""White""",0.9455782312925172,0.3109619686800894,0.147,0.447,1000
"Employed==""Yes"" & Income>1187.0",0.943661971830986,0.1498881431767337,0.071,0.447,1000
"YearsEmployed>0.75 & PriorDefault==""Yes""",0.9432624113475178,0.5950782997762863,0.282,0.447,1000
"Employed==""Yes"" & Ethnicity==""Black""",0.9420289855072465,0.145413870246085,0.069,0.447,1000
"PriorDefault==""Yes"" & Debt>2.335",0.9411764705882352,0.5011185682326622,0.238,0.447,1000
"Citizen==""ByBirth"" & Age>33.5 & PriorDefault==""Yes""",0.9402985074626866,0.2818791946308724,0.134,0.447,1000
YearsEmployed>5.335,0.9387755102040816,0.1029082774049217,0.049,0.447,1000
"YearsEmployed>0.75 & Ethnicity==""Black""",0.9382716049382716,0.1700223713646532,0.081,0.447,1000
"Gender==""Female"" & PriorDefault==""Yes"" & Age>21.58",0.9338842975206612,0.2527964205816554,0.121,0.447,1000
"Gender==""Female"" & PriorDefault==""Yes""",0.933774834437086,0.3154362416107382,0.151,0.447,1000
ZipCode<=129 & Income>1187.0,0.9310344827586208,0.1208053691275167,0.058,0.447,1000
"Industry==""Utilities""",0.9298245614035088,0.1185682326621924,0.057,0.447,1000
"Married==""Yes"" & Age>33.5 & PriorDefault==""Yes""",0.9296875,0.2662192393736018,0.128,0.447,1000
"Age>33.5 & PriorDefault==""Yes"" & BankCustomer==""Has account""",0.9296875,0.2662192393736018,0.128,0.447,1000
"Ethnicity==""Black"" & Debt>2.335",0.9285714285714286,0.145413870246085,0.07,0.447,1000
"PriorDefault==""Yes"" & ZipCode<=210",0.9226361031518624,0.7203579418344519,0.349,0.447,1000
"Age>33.5 & PriorDefault==""Yes""",0.9225352112676056,0.2930648769574944,0.142,0.447,1000
"Industry!=""ConsumerStaples"" & PriorDefault==""Yes""",0.9223529411764706,0.8769574944071589,0.425,0.447,1000
"Employed==""Yes"" & Debt>4.625",0.9207920792079208,0.2080536912751678,0.101,0.447,1000
"YearsEmployed>1.665 & Gender==""Female""",0.918032786885246,0.1252796420581655,0.061,0.447,1000
"PriorDefault==""Yes"" & Industry!=""Financials""",0.917995444191344,0.901565995525727,0.439,0.447,1000
"Employed==""Yes"" & Income>560.0",0.9174311926605504,0.2237136465324384,0.109,0.447,1000
YearsEmployed>1.665 & Debt>4.625,0.9166666666666666,0.1722595078299776,0.084,0.447,1000
"PriorDefault==""Yes"" & Debt>0.875",0.9151515151515152,0.6756152125279642,0.33,0.447,1000
"Married==""Yes"" & PriorDefault==""Yes"" & Citizen==""ByBirth""",0.9149484536082474,0.7941834451901566,0.388,0.447,1000
"Citizen==""ByBirth"" & PriorDefault==""Yes"" & BankCustomer==""Has account""",0.9149484536082474,0.7941834451901566,0.388,0.447,1000
"Citizen==""ByBirth"" & PriorDefault==""Yes"" & Married==""Yes""",0.9149484536082474,0.7941834451901566,0.388,0.447,1000
"Married==""Yes"" & PriorDefault==""Yes"" & Ethnicity!=""Latino""",0.9147869674185464,0.8165548098434005,0.399,0.447,1000
"PriorDefault==""Yes"" & Ethnicity!=""Latino"" & BankCustomer==""Has account""",0.9147869674185464,0.8165548098434005,0.399,0.447,1000
"Married==""Yes"" & PriorDefault==""Yes""",0.913793103448276,0.8299776286353467,0.406,0.447,1000
"PriorDefault==""Yes"" & BankCustomer==""Has account""",0.913793103448276,0.8299776286353467,0.406,0.447,1000
"Employed==""Yes"" & Industry==""Materials""",0.913793103448276,0.1185682326621924,0.058,0.447,1000
"Citizen==""ByBirth"" & PriorDefault==""Yes"" & Ethnicity!=""Latino""",0.9127358490566038,0.8657718120805369,0.424,0.447,1000
"Citizen==""ByBirth"" & PriorDefault==""Yes""",0.9126436781609196,0.8881431767337807,0.435,0.447,1000
YearsEmployed>1.665 & ZipCode<=129,0.91156462585034,0.2997762863534675,0.147,0.447,1000
"Employed==""Yes"" & Married==""Yes"" & Gender==""Female""",0.9108910891089108,0.2058165548098434,0.101,0.447,1000
"Employed==""Yes"" & Gender==""Female"" & BankCustomer==""Has account""",0.9108910891089108,0.2058165548098434,0.101,0.447,1000
"PriorDefault==""Yes""",0.9078947368421052,0.9261744966442952,0.456,0.447,1000
Income>560.0 & ZipCode<=129,0.9032258064516128,0.1879194630872483,0.093,0.447,1000
Income>1187.0 & ZipCode<=210,0.9032258064516128,0.1252796420581655,0.062,0.447,1000
"Employed==""Yes"" & Gender==""Female""",0.9009009009009008,0.2237136465324384,0.111,0.447,1000
"Ethnicity==""Black"" & ZipCode<=210",0.9,0.1812080536912751,0.09,0.447,1000
"Ethnicity!=""Latino"" & Income>1187.0",0.8987341772151899,0.1588366890380313,0.079,0.447,1000
"Employed==""Yes"" & Age>33.5",0.8969072164948454,0.1946308724832214,0.097,0.447,1000
"Employed==""Yes"" & ZipCode<=129",0.8962264150943396,0.4250559284116331,0.212,0.447,1000
"Married==""Yes"" & Income>1187.0",0.8918918918918919,0.1476510067114094,0.074,0.447,1000
"BankCustomer==""Has account"" & Income>1187.0",0.8918918918918919,0.1476510067114094,0.074,0.447,1000
"ZipCode<=129 & Industry==""Materials""",0.8918918918918919,0.1476510067114094,0.074,0.447,1000
Income>1187.0,0.8902439024390244,0.16331096196868,0.082,0.447,1000
"Employed==""Yes"" & Income>50.0",0.8851351351351351,0.2930648769574944,0.148,0.447,1000
"Age>21.58 & Industry==""Materials""",0.868421052631579,0.1476510067114094,0.076,0.447,1000
"Industry!=""Energy"" & Ethnicity==""Black""",0.8673469387755102,0.1901565995525727,0.098,0.447,1000
"YearsEmployed>0.75 & Ethnicity!=""White""",0.8660714285714286,0.2170022371364653,0.112,0.447,1000
"Married==""Yes"" & Income>560.0",0.8660714285714286,0.2170022371364653,0.112,0.447,1000
"Income>560.0 & BankCustomer==""Has account""",0.8660714285714286,0.2170022371364653,0.112,0.447,1000
"Age>27.0 & Ethnicity==""Black""",0.8656716417910447,0.1297539149888143,0.067,0.447,1000
"Employed==""Yes"" & Age>27.0",0.8606060606060606,0.3176733780760626,0.165,0.447,1000
"Ethnicity==""Black"" & Industry!=""ConsumerDiscretionary""",0.8596491228070176,0.2192393736017897,0.114,0.447,1000
"Married==""Yes"" & Ethnicity==""Black""",0.8545454545454545,0.2102908277404921,0.11,0.447,1000
"Ethnicity==""Black"" & BankCustomer==""Has account""",0.8545454545454545,0.2102908277404921,0.11,0.447,1000
"BankCustomer==""Has account"" & Ethnicity==""Black""",0.8545454545454545,0.2102908277404921,0.11,0.447,1000
"Employed==""Yes"" & Age>21.58",0.8544061302681992,0.4988814317673378,0.261,0.447,1000
Income>560.0,0.8527131782945736,0.2460850111856823,0.129,0.447,1000
"YearsEmployed>1.665 & Married==""Yes""",0.8526315789473684,0.3624161073825503,0.19,0.447,1000
"YearsEmployed>1.665 & BankCustomer==""Has account""",0.8526315789473684,0.3624161073825503,0.19,0.447,1000
"Ethnicity==""Black"" & Debt>0.875",0.8526315789473684,0.1812080536912751,0.095,0.447,1000
"Married==""Yes"" & Industry==""Materials""",0.8526315789473684,0.1812080536912751,0.095,0.447,1000
"BankCustomer==""Has account"" & Industry==""Materials""",0.8526315789473684,0.1812080536912751,0.095,0.447,1000
"Employed==""Yes"" & Debt>0.875",0.8512396694214877,0.4608501118568233,0.242,0.447,1000
"Employed==""Yes"" & Ethnicity!=""Latino""",0.8448844884488449,0.5727069351230425,0.303,0.447,1000
"Employed==""Yes"" & ZipCode<=210",0.8438818565400844,0.4474272930648769,0.237,0.447,1000
"Employed==""Yes"" & Married==""Yes""",0.8404255319148937,0.5302013422818792,0.282,0.447,1000
"Employed==""Yes"" & BankCustomer==""Has account""",0.8404255319148937,0.5302013422818792,0.282,0.447,1000
"YearsEmployed>1.665 & Citizen==""ByBirth""",0.84,0.3758389261744966,0.2,0.447,1000
"Age>21.58 & Ethnicity==""Black""",0.8380952380952381,0.1968680089485458,0.105,0.447,1000
"Debt>0.875 & Industry==""Materials""",0.8375,0.1498881431767337,0.08,0.447,1000
YearsEmployed>1.665,0.8357487922705314,0.3870246085011186,0.207,0.447,1000
"Employed==""Yes""",0.8338658146964856,0.5838926174496645,0.313,0.447,1000
"Employed!=""No""",0.8312101910828026,0.5838926174496645,0.314,0.447,1000
"Citizen==""ByBirth"" & Ethnicity==""Black""",0.8290598290598291,0.2170022371364653,0.117,0.447,1000
"Ethnicity==""Black""",0.8278688524590164,0.2259507829977628,0.122,0.447,1000
"Industry==""Materials"" & ZipCode<=210",0.8255813953488372,0.1588366890380313,0.086,0.447,1000
"Industry==""Materials""",0.8148148148148148,0.1968680089485458,0.108,0.447,1000
Income>50.0,0.8135593220338984,0.3221476510067114,0.177,0.447,1000
YearsEmployed>0.75,0.780281690140845,0.6196868008948546,0.355,0.447,1000
"Married==""Yes"" & Age>42.17",0.75,0.1073825503355704,0.064,0.447,1000
"BankCustomer==""Has account"" & Age>42.17",0.75,0.1073825503355704,0.064,0.447,1000
Debt>9.25 & ZipCode<=129,0.7184466019417476,0.1655480984340044,0.103,0.447,1000
Age>42.17,0.6923076923076923,0.1208053691275167,0.078,0.447,1000
Debt>4.625 & ZipCode<=129,0.6894736842105263,0.2930648769574944,0.19,0.447,1000
"Gender==""Female"" & Debt>4.625",0.6794871794871795,0.1185682326621924,0.078,0.447,1000
"Married==""Yes"" & Debt>4.625",0.6683168316831684,0.3020134228187919,0.202,0.447,1000
"Debt>4.625 & BankCustomer==""Has account""",0.6683168316831684,0.3020134228187919,0.202,0.447,1000
"Citizen==""ByBirth"" & Debt>4.625",0.6527777777777778,0.3154362416107382,0.216,0.447,1000
"Gender==""Female"" & ZipCode<=129",0.651685393258427,0.2595078299776286,0.178,0.447,1000
Debt>4.625,0.6447368421052632,0.3288590604026846,0.228,0.447,1000
"Married==""Yes"" & ZipCode<=129",0.6124197002141327,0.639821029082774,0.467,0.447,1000
"BankCustomer==""Has account"" & ZipCode<=129",0.6124197002141327,0.639821029082774,0.467,0.447,1000
"Citizen==""ByBirth"" & ZipCode<=129",0.5980392156862745,0.6823266219239373,0.51,0.447,1000
ZipCode>288,0.5916666666666667,0.1588366890380313,0.12,0.447,1000
Debt>2.335,0.5788177339901478,0.5257270693512305,0.406,0.447,1000
ZipCode<=129,0.5763016157989228,0.7181208053691275,0.557,0.447,1000
"Married==""Yes"" & Gender==""Female""",0.576271186440678,0.3042505592841163,0.236,0.447,1000
"Gender==""Female"" & BankCustomer==""Has account""",0.576271186440678,0.3042505592841163,0.236,0.447,1000
Age>33.5,0.5577689243027888,0.3131991051454139,0.251,0.447,1000
"Citizen==""ByBirth"" & Gender==""Female""",0.5353159851301115,0.3221476510067114,0.269,0.447,1000
"Married==""Yes"" & Age>21.58",0.5267295597484277,0.7494407158836689,0.636,0.447,1000
"Age>21.58 & BankCustomer==""Has account""",0.5267295597484277,0.7494407158836689,0.636,0.447,1000
"Gender==""Female""",0.5190311418685121,0.3355704697986577,0.289,0.447,1000
Age>27.0,0.513978494623656,0.5346756152125279,0.465,0.447,1000
"Married==""Yes"" & Ethnicity!=""Latino""",0.5111695137976346,0.8702460850111857,0.761,0.447,1000
"BankCustomer==""Has account"" & Ethnicity!=""Latino""",0.5111695137976346,0.8702460850111857,0.761,0.447,1000
"Married==""Yes"" & Citizen==""ByBirth""",0.5053908355795148,0.8389261744966443,0.742,0.447,1000
"Citizen==""ByBirth"" & BankCustomer==""Has account""",0.5053908355795148,0.8389261744966443,0.742,0.447,1000
"Ethnicity!=""White""",0.4934640522875817,0.3378076062639821,0.306,0.447,1000
"Citizen==""ByBirth"" & Ethnicity!=""Latino""",0.49338146811071,0.9172259507829976,0.831,0.447,1000
Debt>0.875,0.4930448222565687,0.7136465324384788,0.647,0.447,1000
"Married==""Yes""",0.4900990099009901,0.8859060402684564,0.808,0.447,1000
"BankCustomer==""Has account""",0.4900990099009901,0.8859060402684564,0.808,0.447,1000
Age>21.58,0.4837451235370611,0.8322147651006712,0.769,0.447,1000
"Ethnicity!=""Latino""",0.4725877192982456,0.96420581655481,0.912,0.447,1000
"Industry!=""ConsumerStaples""",0.4714445688689809,0.941834451901566,0.893,0.447,1000
"Industry!=""Healthcare""",0.4704595185995623,0.9619686800894854,0.914,0.447,1000
"Citizen==""ByBirth""",0.4644808743169399,0.9507829977628636,0.915,0.447,1000
"Industry!=""Financials""",0.4627659574468085,0.9731543624161074,0.94,0.447,1000
ZipCode<=210,0.458005249343832,0.7807606263982103,0.762,0.447,1000
